,age,job,marital,education,default,housing,loan,month,day_of_week,campaign,pdays,previous,poutcome,EVR,CPI,cons_conf_idx,euribor,no_emp,y,y_n
21202,29,admin.,married,high.school,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21203,30,self-employed,single,university.degree,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21204,38,technician,divorced,university.degree,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21205,46,services,married,N/A,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21206,52,housemaid,married,basic.4y,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21207,31,management,married,university.degree,no,yes,yes,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21208,31,admin.,single,university.degree,no,yes,no,aug,mon,7,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21209,34,admin.,divorced,university.degree,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21210,42,technician,married,professional.course,no,yes,yes,aug,mon,7,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21212,33,admin.,married,university.degree,no,yes,no,aug,mon,7,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21213,44,admin.,divorced,university.degree,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21214,41,admin.,married,university.degree,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21215,34,admin.,married,university.degree,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21216,39,technician,single,professional.course,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21217,33,admin.,married,university.degree,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21218,36,admin.,married,university.degree,no,yes,no,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21219,43,technician,married,university.degree,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21220,45,technician,married,professional.course,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21221,48,blue-collar,married,N/A,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21222,38,admin.,married,university.degree,no,no,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21223,29,technician,single,high.school,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21224,52,housemaid,married,basic.4y,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21225,41,self-employed,married,university.degree,no,yes,yes,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21226,41,technician,married,high.school,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,1.0
21227,36,technician,married,professional.course,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21228,36,admin.,divorced,university.degree,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21229,35,technician,married,professional.course,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21230,35,technician,married,professional.course,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21231,35,admin.,single,university.degree,no,yes,yes,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21232,32,management,married,university.degree,no,no,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21233,35,admin.,single,university.degree,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21234,50,services,married,basic.6y,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21235,29,admin.,married,high.school,no,yes,yes,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21236,35,admin.,married,university.degree,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21237,42,technician,married,professional.course,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21239,34,admin.,married,university.degree,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21240,31,technician,single,university.degree,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21241,33,admin.,married,university.degree,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21242,33,unemployed,divorced,professional.course,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21243,35,housemaid,single,professional.course,no,yes,yes,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21244,47,admin.,married,university.degree,no,no,yes,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21246,36,admin.,divorced,university.degree,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21247,50,blue-collar,married,basic.9y,no,yes,yes,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21248,44,blue-collar,married,basic.4y,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21249,38,technician,divorced,university.degree,no,no,no,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21250,34,admin.,married,university.degree,no,yes,yes,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21251,33,management,married,university.degree,no,yes,yes,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21252,36,self-employed,married,high.school,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21255,31,technician,single,professional.course,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21256,41,technician,married,professional.course,no,yes,yes,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21257,31,admin.,single,high.school,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21258,30,technician,married,professional.course,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21259,59,technician,married,professional.course,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21260,41,self-employed,married,university.degree,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21261,32,admin.,married,university.degree,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21262,37,admin.,married,professional.course,no,yes,yes,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21263,51,admin.,married,university.degree,no,yes,no,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21265,30,technician,single,professional.course,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21266,42,technician,married,university.degree,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21269,30,technician,single,professional.course,no,yes,yes,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21270,40,technician,married,professional.course,no,no,no,aug,mon,7,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21271,50,blue-collar,married,basic.9y,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21272,52,admin.,divorced,university.degree,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21273,38,technician,married,university.degree,no,no,no,aug,mon,10,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21274,54,blue-collar,married,basic.9y,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,1.0
21275,48,blue-collar,married,N/A,no,yes,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21276,41,technician,married,high.school,no,yes,yes,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21277,54,blue-collar,married,basic.9y,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21279,36,technician,single,high.school,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21280,34,admin.,single,university.degree,no,no,yes,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21281,53,retired,divorced,professional.course,no,no,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21282,42,technician,married,professional.course,no,no,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21283,42,technician,married,professional.course,no,yes,yes,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21284,55,technician,married,professional.course,no,yes,yes,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21286,30,admin.,married,university.degree,no,no,no,aug,mon,7,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21287,47,admin.,married,university.degree,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21288,37,admin.,married,professional.course,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21289,33,unemployed,divorced,professional.course,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21291,31,self-employed,single,professional.course,no,yes,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21292,35,admin.,single,university.degree,no,yes,no,aug,mon,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21293,45,technician,divorced,university.degree,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21294,31,management,married,university.degree,no,yes,yes,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21295,30,admin.,married,university.degree,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21296,30,technician,single,university.degree,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21297,31,technician,married,professional.course,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21298,41,technician,married,professional.course,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21299,36,admin.,single,university.degree,no,yes,yes,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21302,50,services,married,basic.9y,no,yes,yes,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21303,31,technician,single,university.degree,no,no,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21304,34,technician,married,high.school,no,yes,no,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21305,30,technician,single,university.degree,no,no,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21306,54,management,married,high.school,no,no,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21307,47,admin.,married,university.degree,no,no,no,aug,mon,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,1.0
21308,41,self-employed,married,university.degree,no,yes,yes,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21309,38,admin.,single,university.degree,no,yes,no,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21311,54,management,married,university.degree,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21312,29,housemaid,married,university.degree,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21313,32,admin.,single,university.degree,no,yes,yes,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21314,34,admin.,single,university.degree,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21315,42,management,married,university.degree,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21316,48,blue-collar,married,N/A,no,yes,no,aug,mon,10,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21317,41,self-employed,married,university.degree,no,no,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21319,30,admin.,single,university.degree,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21320,52,housemaid,married,basic.4y,no,no,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21321,31,admin.,married,university.degree,no,no,yes,aug,mon,10,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21322,35,admin.,married,university.degree,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21323,49,blue-collar,married,high.school,no,yes,yes,aug,mon,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21324,30,admin.,married,university.degree,no,yes,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21325,55,blue-collar,married,basic.4y,no,yes,yes,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21326,42,admin.,divorced,university.degree,no,yes,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21327,31,admin.,single,university.degree,no,yes,yes,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21328,32,technician,married,high.school,no,yes,no,aug,mon,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21329,37,technician,single,university.degree,no,no,yes,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21330,49,admin.,married,high.school,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,1.0
21332,40,technician,married,high.school,no,no,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21333,37,admin.,single,university.degree,no,no,yes,aug,mon,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21334,45,admin.,married,high.school,no,yes,yes,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21335,31,technician,married,professional.course,no,yes,yes,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21336,33,admin.,single,university.degree,no,yes,yes,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21337,45,admin.,married,high.school,no,no,no,aug,mon,8,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21338,53,technician,married,university.degree,no,yes,yes,aug,mon,11,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21339,55,blue-collar,married,basic.4y,no,no,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21340,30,admin.,single,university.degree,no,no,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21341,37,admin.,married,university.degree,no,yes,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21342,44,blue-collar,married,basic.9y,no,yes,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21343,44,services,married,basic.4y,no,yes,no,aug,mon,7,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21344,45,admin.,married,university.degree,no,yes,no,aug,mon,12,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21345,30,admin.,single,university.degree,no,yes,no,aug,mon,12,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21346,42,admin.,married,high.school,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21347,34,technician,single,high.school,no,yes,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21348,38,technician,married,professional.course,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21349,50,blue-collar,married,basic.4y,no,yes,no,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21350,32,technician,single,professional.course,no,yes,no,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21351,48,entrepreneur,married,basic.9y,no,yes,no,aug,mon,7,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21352,41,technician,divorced,university.degree,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21353,35,admin.,single,university.degree,no,no,no,aug,mon,12,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,1.0
21354,50,blue-collar,married,basic.4y,no,no,no,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21355,38,technician,divorced,high.school,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21356,30,technician,single,professional.course,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21357,33,admin.,single,university.degree,no,no,no,aug,mon,10,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21358,29,admin.,single,university.degree,no,no,yes,aug,mon,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21359,35,technician,single,university.degree,no,yes,yes,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21360,48,technician,married,high.school,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21361,31,technician,married,university.degree,no,yes,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21362,44,management,married,university.degree,no,yes,no,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21363,48,technician,married,professional.course,no,no,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21364,43,self-employed,married,university.degree,no,yes,yes,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21365,47,blue-collar,married,basic.4y,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21366,33,technician,single,professional.course,no,no,yes,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21367,31,technician,married,N/A,no,no,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21368,33,technician,married,university.degree,no,yes,no,aug,mon,7,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21369,35,technician,married,professional.course,no,yes,no,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21370,35,admin.,single,university.degree,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21371,32,technician,single,university.degree,no,no,no,aug,mon,7,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21372,49,blue-collar,married,basic.9y,no,no,no,aug,mon,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21373,49,technician,married,high.school,no,no,no,aug,mon,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21374,45,technician,divorced,university.degree,no,no,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21375,48,services,married,high.school,no,yes,yes,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21376,30,technician,married,professional.course,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21377,53,self-employed,married,university.degree,no,yes,no,aug,mon,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21378,52,services,married,high.school,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21379,33,admin.,single,university.degree,no,yes,no,aug,tue,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21380,33,admin.,single,university.degree,no,no,no,aug,tue,9,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21381,31,admin.,divorced,university.degree,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21382,27,admin.,married,university.degree,no,no,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21383,41,admin.,married,university.degree,no,no,no,aug,tue,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21384,31,admin.,single,university.degree,no,no,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21385,34,technician,single,professional.course,no,yes,no,aug,tue,9,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21386,52,services,married,high.school,no,yes,no,aug,tue,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21387,44,blue-collar,married,basic.6y,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21388,31,admin.,single,university.degree,no,no,no,aug,tue,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21389,35,admin.,single,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21391,37,management,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21392,40,technician,single,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21393,40,technician,single,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21397,44,blue-collar,married,basic.6y,no,no,yes,aug,tue,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21398,37,technician,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21399,31,admin.,single,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21400,33,admin.,single,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21403,31,technician,single,professional.course,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21405,35,entrepreneur,divorced,professional.course,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21406,46,blue-collar,married,basic.6y,no,yes,yes,aug,tue,12,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21407,45,admin.,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21408,31,admin.,divorced,university.degree,no,yes,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21409,32,technician,married,university.degree,no,no,no,aug,tue,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21410,44,blue-collar,married,basic.9y,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21411,31,admin.,divorced,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21412,34,admin.,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21413,36,technician,single,high.school,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21414,36,technician,single,high.school,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21416,37,admin.,married,university.degree,no,no,yes,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21417,49,self-employed,married,professional.course,no,no,no,aug,tue,9,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21418,56,retired,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21419,54,technician,married,professional.course,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21420,54,technician,married,professional.course,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21424,29,admin.,single,university.degree,no,no,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21425,33,admin.,divorced,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21426,42,management,married,high.school,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21427,32,technician,married,professional.course,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21428,39,admin.,single,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21429,36,admin.,married,university.degree,no,yes,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
21430,31,admin.,married,university.degree,no,yes,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
